,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
0,Jakob,Silfverberg,LW,2013-14,23,ANA,NHL,52,10,13,23,2,12,7,1,2,1,13,0,0,119,8.4,187,742,14:16,1,11,8.3,20,31,17,9,,52,52,' placed on IR with fractured hand (CBC CBS Y)'
1,Jakob,Silfverberg,LW,2018-19,28,ANA,NHL,73,24,19,43,-9,28,19,3,2,4,10,8,1,163,14.7,288,1248,17:06,19,32,37.3,43,38,27,27,,"6, 7",13,"' placed on IR with fractured finger', ' placed on IR with lower body injury'"
2,Jakob,Silfverberg,LW,2020-21,30,ANA,NHL,47,8,8,16,-17,18,5,2,1,0,7,1,0,91,8.8,172,796,16:57,9,13,40.9,26,19,25,16,,76,76,' placed on IR with torn labrum in right hip (out for season)'
3,Jakob,Silfverberg,LW,2021-22,31,ANA,NHL,53,5,16,21,-3,30,4,1,0,0,12,4,0,120,4.2,183,903,17:02,8,16,33.3,40,16,30,16,,109,109,' placed on IR with blood clot in right leg (out for season)'
4,Jakub,Zboril,D,2020-21,23,BOS,NHL,42,0,9,9,0,18,0,0,0,0,7,2,0,35,0.0,82,716,17:03,0,0,,33,63,6,14,,4,4,' placed on IR with upper body injury'
5,Jakub,Zboril,D,2021-22,24,BOS,NHL,10,0,3,3,1,4,0,0,0,0,3,0,0,13,0.0,20,157,15:44,0,0,,10,24,1,4,,204,204,' placed on IR with torn ACL in right knee (out for season)'
6,Drew,Doughty,D,2010-11,21,LAK,NHL,76,11,29,40,13,68,6,5,0,3,19,10,0,139,7.9,354,1949,25:39,0,0,,101,137,22,77,"AS-12,Norris-10",10,10,' placed on IR with upper body injury'
7,Drew,Doughty,D,2011-12,22,LAK,NHL,77,10,26,36,-2,69,7,3,0,3,16,10,0,168,6.0,354,1917,24:54,0,0,,70,122,26,65,AS-21,13,13,' placed on IR with upper body injury'
8,Drew,Doughty,D,2021-22,32,LAK,NHL,39,7,24,31,4,30,3,4,0,1,15,9,0,99,7.1,183,1004,25:44,0,0,,53,60,9,24,,"34, 105",139,"' placed on IR with bruised right knee', ' placed on IR with surgery on wrist (out for season)'"
9,Sean,Walker,D,2020-21,26,LAK,NHL,47,5,13,18,-13,18,5,0,0,0,12,1,0,92,5.4,181,854,18:10,0,0,,72,43,10,24,,20,20,' placed on IR with facial injury'
