,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
0,Jakob,Silfverberg,LW,2012-13,22,OTT,NHL,48,10,9,19,9,12,7,2,1,2,8,1,0,134,7.5,229,779,16:14,5,8,38.5,13,38,20,23,Calder-15,0,0,
1,Jakob,Silfverberg,LW,2013-14,23,ANA,NHL,52,10,13,23,2,12,7,1,2,1,13,0,0,119,8.4,187,742,14:16,1,11,8.3,20,31,17,9,,52,52,' placed on IR with fractured hand (CBC CBS Y)'
2,Jakob,Silfverberg,LW,2014-15,24,ANA,NHL,81,13,26,39,15,24,10,2,1,2,22,2,2,189,6.9,334,1269,15:40,23,27,46.0,37,42,41,19,Byng-67,0,0,
3,Jakob,Silfverberg,LW,2015-16,25,ANA,NHL,82,20,19,39,8,32,18,2,0,2,16,2,1,215,9.3,367,1392,16:58,4,16,20.0,58,87,44,39,Selke-35,0,0,
4,Jakob,Silfverberg,LW,2016-17,26,ANA,NHL,79,23,26,49,10,20,17,5,1,5,22,4,0,227,10.1,383,1460,18:29,1,6,14.3,46,47,46,38,Selke-40,0,0,
5,Jakob,Silfverberg,LW,2017-18,27,ANA,NHL,77,17,23,40,6,18,14,2,1,2,16,6,1,187,9.1,351,1383,17:58,18,35,34.0,61,52,40,43,Selke-19,0,0,
6,Jakob,Silfverberg,LW,2018-19,28,ANA,NHL,73,24,19,43,-9,28,19,3,2,4,10,8,1,163,14.7,288,1248,17:06,19,32,37.3,43,38,27,27,,"6, 7",13,"' placed on IR with fractured finger', ' placed on IR with lower body injury'"
7,Jakob,Silfverberg,LW,2019-20,29,ANA,NHL,66,21,18,39,0,14,15,4,2,1,15,3,0,155,13.5,270,1167,17:41,8,33,19.5,41,28,40,32,,0,0,
8,Jakob,Silfverberg,LW,2020-21,30,ANA,NHL,47,8,8,16,-17,18,5,2,1,0,7,1,0,91,8.8,172,796,16:57,9,13,40.9,26,19,25,16,,76,76,' placed on IR with torn labrum in right hip (out for season)'
9,Jakob,Silfverberg,LW,2021-22,31,ANA,NHL,53,5,16,21,-3,30,4,1,0,0,12,4,0,120,4.2,183,903,17:02,8,16,33.3,40,16,30,16,,109,109,' placed on IR with blood clot in right leg (out for season)'
10,Jakob,Silfverberg,LW,2022-23,32,ANA,NHL,81,10,16,26,-20,32,6,4,0,2,13,3,0,141,7.1,230,1230,15:11,18,34,34.6,51,10,28,19,,0,0,
11,Jakob,Silfverberg,LW,2023-24,33,ANA,NHL,78,7,12,19,4,22,5,1,1,1,8,3,1,99,7.1,188,1017,13:03,16,31,34.0,34,16,22,24,,0,0,
12,Daniil,Tarasov,RW,2014-15,23,SJS,NHL,5,0,1,1,2,0,0,0,0,0,1,0,0,5,0.0,7,38,7:34,1,0,100.0,1,2,1,0,,0,0,
13,Jakub,Zboril,D,2018-19,21,BOS,NHL,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,22,10:56,0,0,,0,3,0,2,,0,0,
14,Jakub,Zboril,D,2020-21,23,BOS,NHL,42,0,9,9,0,18,0,0,0,0,7,2,0,35,0.0,82,716,17:03,0,0,,33,63,6,14,,4,4,' placed on IR with upper body injury'
15,Jakub,Zboril,D,2021-22,24,BOS,NHL,10,0,3,3,1,4,0,0,0,0,3,0,0,13,0.0,20,157,15:44,0,0,,10,24,1,4,,204,204,' placed on IR with torn ACL in right knee (out for season)'
16,Jakub,Zboril,D,2022-23,25,BOS,NHL,22,1,3,4,-1,6,1,0,0,1,3,0,0,13,7.7,31,292,13:17,0,0,,19,31,4,5,,0,0,
17,Drew,Doughty,D,2008-09,19,LAK,NHL,81,6,21,27,-17,56,3,3,0,1,8,13,0,126,4.8,295,1930,23:50,0,0,,114,90,36,75,"AR-1,AS-17,Calder-5",0,0,
18,Drew,Doughty,D,2009-10,20,LAK,NHL,82,16,43,59,20,54,7,9,0,5,21,22,0,142,11.3,315,2048,24:59,0,0,,75,155,19,69,"AS-2,Hart-17,Norris-3",0,0,
19,Drew,Doughty,D,2010-11,21,LAK,NHL,76,11,29,40,13,68,6,5,0,3,19,10,0,139,7.9,354,1949,25:39,0,0,,101,137,22,77,"AS-12,Norris-10",10,10,' placed on IR with upper body injury'
20,Drew,Doughty,D,2011-12,22,LAK,NHL,77,10,26,36,-2,69,7,3,0,3,16,10,0,168,6.0,354,1917,24:54,0,0,,70,122,26,65,AS-21,13,13,' placed on IR with upper body injury'
21,Drew,Doughty,D,2012-13,23,LAK,NHL,48,6,16,22,4,36,3,3,0,0,9,7,0,114,5.3,260,1267,26:24,0,0,,46,128,9,36,"AS-9,Norris-9",0,0,
22,Drew,Doughty,D,2013-14,24,LAK,NHL,78,10,27,37,17,64,4,6,0,2,16,10,1,177,5.6,403,2006,25:43,0,0,,91,180,16,82,"AS-6,Norris-6",0,0,
23,Drew,Doughty,D,2014-15,25,LAK,NHL,82,7,39,46,3,56,6,1,0,2,22,16,1,219,3.2,488,2378,29:00,0,1,0.0,144,152,12,80,"AS-2,Hart-17,Norris-2",0,0,
24,Drew,Doughty,D,2015-16,26,LAK,NHL,82,14,37,51,24,52,4,9,1,3,21,15,1,197,7.1,431,2297,28:01,0,0,,105,125,10,97,"AS-1,Hart-11,Norris-1",0,0,
25,Drew,Doughty,D,2016-17,27,LAK,NHL,82,12,32,44,8,46,7,5,0,1,17,14,1,181,6.6,365,2226,27:09,1,0,100.0,109,129,24,86,"AS-7,Norris-7",0,0,
26,Drew,Doughty,D,2017-18,28,LAK,NHL,82,10,50,60,23,54,6,3,1,4,33,17,0,205,4.9,401,2201,26:50,0,1,0.0,128,127,17,79,"AS-1,Hart-15,Norris-2",0,0,
27,Drew,Doughty,D,2018-19,29,LAK,NHL,82,8,37,45,-34,44,1,7,0,1,19,17,1,154,5.2,318,2181,26:36,0,0,,120,168,23,105,,0,0,
28,Drew,Doughty,D,2019-20,30,LAK,NHL,67,7,28,35,-16,36,2,5,0,2,18,9,1,141,5.0,301,1730,25:49,0,0,,87,106,15,82,"AS-24,Norris-19",0,0,
29,Drew,Doughty,D,2020-21,31,LAK,NHL,56,8,26,34,-14,26,2,6,0,0,13,12,1,101,7.9,235,1477,26:23,0,0,,83,91,8,40,,0,0,
30,Drew,Doughty,D,2021-22,32,LAK,NHL,39,7,24,31,4,30,3,4,0,1,15,9,0,99,7.1,183,1004,25:44,0,0,,53,60,9,24,,"34, 105",139,"' placed on IR with bruised right knee', ' placed on IR with surgery on wrist (out for season)'"
31,Drew,Doughty,D,2022-23,33,LAK,NHL,81,9,43,52,12,34,5,4,0,2,20,23,0,145,6.2,290,2125,26:14,0,0,,104,115,22,59,"AS-18,Norris-18",0,0,
32,Drew,Doughty,D,2023-24,34,LAK,NHL,78,15,33,48,12,42,8,7,0,3,20,13,0,128,11.7,291,2014,25:50,0,0,,138,106,19,42,,0,0,
33,Sean,Walker,D,2018-19,24,LAK,NHL,39,3,7,10,-8,8,2,1,0,0,7,0,0,55,5.5,118,602,15:26,0,0,,40,43,14,16,,0,0,
34,Sean,Walker,D,2019-20,25,LAK,NHL,70,5,19,24,-12,26,5,0,0,0,14,5,0,127,3.9,269,1319,18:50,0,0,,84,81,25,65,,0,0,
35,Sean,Walker,D,2020-21,26,LAK,NHL,47,5,13,18,-13,18,5,0,0,0,12,1,0,92,5.4,181,854,18:10,0,0,,72,43,10,24,,20,20,' placed on IR with facial injury'
