,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
0,Alex,Formenton,LW,2018-19,19,OTT,NHL,9,1,0,1,-2,6,1,0,0,0,0,0,0,16,6.3,25,105,11:40,1,2,33.3,7,11,4,5,,11,11,' placed on IR with concussion'
1,Ryan,Dzingel,C,2018-19,26,TOT,NHL,78,26,30,56,-9,29,21,5,0,5,24,6,0,159,16.4,,1312,16:49,39,56,41.1,38,54,25,39,,12,12,' placed on IR with upper body injury'
2,Jay,Beagle,RW,2018-19,33,VAN,NHL,57,3,10,13,-8,18,2,0,1,0,10,0,0,45,6.7,71,778,13:39,426,332,56.2,33,102,13,10,,"6, 19",25,"' placed on IR with lower body injury', ' placed on IR with ankle injury (surgery)'"
3,Casey,Cizikas,C,2018-19,27,NYI,NHL,73,20,13,33,22,36,18,0,2,3,12,0,1,111,18.0,170,1024,14:01,497,516,49.1,68,129,44,34,Selke-21,"52, 4",56,"' placed on IR with fractured forearm', ' placed on IR with upper body injury'"
4,Antoine,Roussel,LW,2018-19,29,VAN,NHL,65,9,22,31,5,118,9,0,0,1,22,0,0,84,10.7,154,894,13:46,17,17,50.0,50,87,20,20,,15,15,' placed on IR with vertigo'
5,Andrew,Ladd,LW,2018-19,33,NYI,NHL,26,3,8,11,3,16,3,0,0,0,7,0,1,34,8.8,55,360,13:51,2,3,40.0,8,37,9,14,,"4, 13, 8",25,"' placed on IR with lower body injury', ' placed on IR with lower body injury', ' placed on IR with upper body injury'"
6,Carter,Rowney,RW,2018-19,29,ANA,NHL,62,7,13,20,0,12,6,0,1,0,13,0,0,53,13.2,89,778,12:33,171,176,49.3,35,178,22,26,,"6, 38",44,"' placed on IR with concussion', ' placed on IR with left ankle/leg injury'"
7,Ryan,Getzlaf,C,2018-19,33,ANA,NHL,67,14,34,48,-19,58,13,1,0,2,24,10,0,133,10.5,271,1304,19:28,551,463,54.3,74,150,60,79,,"125, 36, 13, 32",206,"' placed on IR with fractured lower left leg', ' placed on IR with ankle injury', ' placed on IR with lower body injury', ' placed on IR with lower body injury'"
8,J.T.,Compher,LW,2018-19,23,COL,NHL,66,16,16,32,-8,31,9,4,3,3,11,5,0,118,13.6,197,1153,17:29,301,311,49.2,59,33,23,23,,37,37,' placed on IR with upper body injury'
9,Josh,Archibald,RW,2018-19,26,ARI,NHL,68,12,10,22,1,15,12,0,0,1,9,0,1,92,13.0,164,923,13:34,12,25,32.4,39,161,18,8,,11,11,' placed on IR with concussion'
