,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
0,Emil,Bemstrom,C,2019-20,20,CBJ,NHL,56,10,10,20,-10,8,5,5,0,4,7,3,0,97,10.3,149,687,12:16,4,9,30.8,17,52,10,16,,20,20,' placed on IR with rib injury'
1,Emil,Bemstrom,C,2020-21,21,CBJ,NHL,20,3,2,5,2,0,2,1,0,0,2,0,0,28,10.7,54,257,12:51,0,0,,8,15,2,5,,43,43,' placed on IR with lower body injury'
2,Emil,Bemstrom,C,2021-22,22,CBJ,NHL,41,6,5,11,-1,4,6,0,0,1,5,0,0,62,9.7,105,431,10:31,2,2,50.0,6,36,11,5,,51,51,' placed on IR with strained left oblique'
3,Oskar,Sundqvist,C,2018-19,24,STL,NHL,74,14,17,31,-1,22,13,0,1,2,15,1,1,113,12.4,205,1023,13:49,227,314,42.0,31,101,41,10,,23,23,' placed on IR with upper body injury'
4,Oskar,Sundqvist,C,2019-20,25,STL,NHL,57,12,11,23,5,28,11,0,1,1,10,0,1,97,12.4,167,820,14:23,105,132,44.3,26,60,36,11,,"14, 18",32,"' placed on IR with lower body injury', ' placed on IR with lower body injury'"
5,Oskar,Sundqvist,C,2020-21,26,STL,NHL,28,4,5,9,-6,14,3,1,0,0,3,2,0,32,12.5,50,424,15:09,115,124,48.1,25,50,5,9,,109,109,' placed on IR with torn ACL in left knee (out for season)'
6,Oskar,Sundqvist,C,2021-22,27,TOT,NHL,59,8,15,23,5,29,8,0,0,1,15,0,0,70,11.4,117,826,14:00,75,107,41.2,29,70,12,25,,35,35,' placed on IR recovering from torn ACL in left knee'
7,Oskar,Sundqvist,C,2021-22,27,DET,NHL,18,4,4,8,1,17,4,0,0,1,4,0,0,20,20.0,36,278,15:28,14,37,27.5,10,21,2,8,,35,35,' placed on IR recovering from torn ACL in left knee'
8,Connor,Zary,C,2023-24,22,CGY,NHL,57,12,18,30,12,22,11,1,0,2,15,3,0,80,15.0,155,873,15:19,14,30,31.8,24,25,14,26,,18,18,' placed on IR with upper body injury'
9,Dylan,Samberg,D,2021-22,23,WPG,NHL,15,0,5,5,3,4,0,0,0,0,5,0,0,14,0.0,28,223,14:51,0,0,,19,21,6,11,,"34, 32",66,"' placed on IR with sprained ankle', ' placed on IR with upper body injury'"
10,Colin,Blackwell,C,2021-22,28,TOT,NHL,58,10,10,20,0,14,8,0,2,1,10,0,0,77,13.0,126,692,11:56,83,86,49.1,24,91,18,17,,32,32,' placed on IR with lower body injury'
11,Colin,Blackwell,C,2021-22,28,TOR,NHL,19,2,1,3,-1,10,2,0,0,0,1,0,0,16,12.5,29,205,10:48,44,41,51.8,8,34,6,5,,32,32,' placed on IR with lower body injury'
12,Colin,Blackwell,C,2023-24,30,CHI,NHL,40,8,4,12,-2,10,7,1,0,2,4,0,0,84,9.5,153,585,14:37,28,37,43.1,19,41,20,12,,70,70,' placed on IR with groin injury'
13,Yanni,Gourde,C,2021-22,30,SEA,NHL,74,21,27,48,-13,45,17,3,1,3,20,4,3,127,16.5,245,1368,18:29,444,453,49.5,31,77,54,38,,7,7,' placed on IR with shoulder injury'
14,Jamie,Oleksiak,D,2016-17,24,DAL,NHL,41,5,2,7,-4,37,5,0,0,1,1,0,1,33,15.2,67,665,16:13,0,0,,53,51,13,27,,31,31,' placed on IR with hand injury'
15,Jamie,Oleksiak,D,2020-21,28,DAL,NHL,56,6,8,14,-3,35,6,0,0,2,8,0,0,84,7.1,145,1147,20:29,0,0,,88,148,17,41,,175,175,' placed on IR with COVID-19 protocol / lower body injury (out for season)'
16,Jamie,Oleksiak,D,2021-22,29,SEA,NHL,72,1,16,17,-1,54,1,0,0,0,15,0,1,95,1.1,176,1392,19:20,0,0,,86,182,32,51,,8,8,' placed on IR with lower body injury'
17,Evgeni,Malkin,C,2010-11,24,PIT,NHL,43,15,22,37,-4,18,10,5,0,3,13,9,0,182,8.2,321,852,19:49,77,123,38.5,11,32,29,40,,"2, 125",127,"' placed on IR with left knee injury', ' placed on IR recovering from surgery on right knee to repair with torn ACL and MCL (out for season)'"
18,Evgeni,Malkin,C,2012-13,26,PIT,NHL,31,9,24,33,5,36,5,4,0,3,10,14,0,99,9.1,193,611,19:42,195,218,47.2,11,12,23,21,,"9, 6",15,"' placed on IR with concussion', ' placed on IR with upper body injury'"
19,Evgeni,Malkin,C,2013-14,27,PIT,NHL,60,23,49,72,10,62,16,7,0,3,26,23,0,191,12.0,340,1204,20:04,303,318,48.8,18,27,37,58,,"7, 65",72,"' placed on IR with lower body injury', ' placed on IR with foot injury (out for season)'"
20,Evgeni,Malkin,C,2014-15,28,PIT,NHL,69,28,42,70,-2,60,19,9,0,4,25,17,0,212,13.2,387,1309,18:58,322,427,43.0,18,24,45,53,,9,9,' placed on IR with lower body injury'
21,Evgeni,Malkin,C,2015-16,29,PIT,NHL,57,27,31,58,1,65,16,11,0,6,15,16,0,162,16.7,285,1104,19:22,317,438,42.0,19,27,54,52,,"7, 23",30,"' placed on IR with lower body injury', ' placed on IR with upper body injury'"
22,Evgeni,Malkin,C,2016-17,30,PIT,NHL,62,33,39,72,18,77,22,11,0,6,27,12,0,191,17.3,313,1154,18:37,365,481,43.1,25,40,52,54,AS-6,14,14,' placed on IR with lower body injury'
23,Evgeni,Malkin,C,2018-19,32,PIT,NHL,68,21,51,72,-25,89,12,9,0,5,34,17,0,187,11.2,323,1279,18:48,381,452,45.7,33,54,64,84,,4,4,' placed on IR with upper body injury'
24,Evgeni,Malkin,C,2019-20,33,PIT,NHL,55,25,49,74,7,58,18,7,0,5,32,17,0,171,14.6,294,1074,19:31,441,435,50.3,22,38,70,69,"AS-6,Hart-10,Selke-30",27,27,' placed on IR with left leg injury'
